SONG_ID,Clean_Lyrics,Word_Count,Unique_Word_Count,Repetition_Score,Average_Line_Length,Vocabulary_Diversity,Title_Repetition,Explicit_Word_Count,Sentiment_Score,Positive_Score,Negative_Score,Emotional_Intensity
6kWJvPfC4DgUpRsXKNa9z9,"she leads a lonely life
she leads a lonely life

when she woke up late
in the morning light
and the day had just begun

she opened up
her eyes and thought
oh, what a morning

it's not a day for work
it's a day for catching tan
just laying on the beach
and having fun
she's going to get ya

all that she wants
is another baby
she's gone tomorrow, boy
all that she wants
is another baby, yeah

all that she wants
is another baby
she's gone tomorrow, boy
all that she wants
is another baby, yeah

(all that she wants)

(all that she wants)

so if you are in sight
and the day is right
she's a hunter, you're the fox

the gentle voice
that talks to you
won't talk forever

it is a night for passion
but the morning means goodbye

beware of what is flashing in her eyes
she's going to get ya

all that she wants
is another baby
she's gone tomorrow, boy
all that she wants
is another baby, yeah

all that she wants
is another baby
she's gone tomorrow, boy
all that she wants
is another baby, yeah

all that she wants
is another baby
she's gone tomorrow, boy
all that she wants
is another baby, yeah

all that she wants
is another baby
she's gone tomorrow, boy
all that she wants
is another baby, yeah

(all that she wants)
(all that she wants)",242,77,0.6818,4.2456,0.3182,16,0,0.9325,0.08,0.014,0.9325
0OTO8ZF2YqFQVw9hnZylTd,"what is love?
oh, baby, don't hurt me
don't hurt me no more
baby, don't hurt me
don't hurt me no more

what is love?

yeah, yeah

(ooh, ooh)

i don't know why you're not there
i give you my love, but you don't care
so what is right?
and what is wrong?
gimme a sign

what is love?
oh, baby, don't hurt me
don't hurt me no more
what is love?
oh, baby, don't hurt me
don't hurt me no more

whoa, whoa, whoa, whoa
oh-whoa, whoa, ohh, ooh
whoa, whoa, whoa, whoa
oh-whoa, whoa, ohh, ooh

oh, i don't know, what can i do?
what else can i say, it's up to you
i know we're one
just me and you
i can't go on

what is love?
oh, baby, don't hurt me
don't hurt me no more
what is love?
oh, baby, don't hurt me
don't hurt me no more

whoa, whoa, whoa, whoa
oh-whoa, whoa, ohh, ooh
whoa, whoa, whoa, whoa
oh-whoa, whoa, ohh, ooh

what is love?
(ooh, ooh, ooh)
what is love?
(ooh, ooh, ooh)

what is love?
oh, baby, don't hurt me
don't hurt me no more

don't hurt me
don't hurt me

i want no other, no other lover
this is our life, our time
when we are together, i need you forever
is it love?

what is love?
oh, baby, don't hurt me
don't hurt me no more
what is love?
oh, baby, don't hurt me
don't hurt me no more
yeah, yeah

whoa, whoa, whoa, whoa
oh-whoa, whoa, ohh, ooh
whoa, whoa, whoa, whoa
oh-whoa, whoa, ohh, ooh

what is love?
oh, baby, don't hurt me
don't hurt me no more
what is love?
oh, baby, don't hurt me
don't hurt me no more

(huh-huh, huh-huh)
oh, baby, don't hurt me
don't hurt me no more
(huh-huh, huh-huh)
oh, baby, don't hurt me
don't hurt me no more
what is love?",321,70,0.7819,4.28,0.2181,14,0,0.9996,0.446,0.035,0.9996
2EoOZnxNgtmZaD8uUmz2nD,"in my eyes
indisposed
in disguises no one knows
hides the face
lies the snake
and the sun in my disgrace
boiling heat
summer stench
neath the black, the sky looks dead
call my name
through the cream
and i'll hear you scream again

black hole sun
won't you come
and wash away the rain?
black hole sun
won't you come
won't you come
won't you come

stuttering
cold and damp
steal the warm wind, tired friend
times are gone
for honest men
sometimes, far too long for snakes
in my shoes
walking sleep
in my youth, i pray to keep
heaven send
hell away
no one sings like you anymore

black hole sun
won't you come
and wash away the rain?
black hole sun
won't you come
won't you come

black hole sun
won't you come
and wash away the rain?
black hole sun
won't you come
won't you come (black hole sun, black hole sun)
won't you come (black hole sun, black hole sun)
won't you come (black hole sun, black hole sun)
won't you come? (black hole sun, black hole sun)

hang my head
drown my fear
till you all just disappear

black hole sun
won't you come
and wash away the rain?
black hole sun
won't you come
won't you come

black hole sun
won't you come
and wash away the rain?
black hole sun
won't you come
won't you come (black hole sun, black hole sun)
won't you come (black hole sun, black hole sun)
won't you come (black hole sun, black hole sun)
won't you come (black hole sun, black hole sun)
won't you come (black hole sun, black hole sun)
won't you come (black hole sun, black hole sun)
won't you come
won't you come",292,86,0.7055,4.2941,0.2945,30,1,-0.9781,0.059,0.135,0.9781
0bYg9bo50gSsH3LtXe2SQn,"i don't want a lot for christmas
there is just one thing i need
i don't care about the presents underneath the christmas tree
i just want you for my own
more than you could ever know
make my wish come true
all i want for christmas is you

yeah

i don't want a lot for christmas
there is just one thing i need (and i)
don't care about the presents underneath the christmas tree
i don't need to hang my stocking there upon the fireplace
santa claus won't make me happy with a toy on christmas day

i just want you for my own
more than you could ever know
make my wish come true
all i want for christmas is you
you, baby

oh, i won't ask for much this christmas
i won't even wish for snow (and i)
i'm just gonna keep on waiting underneath the mistletoe
i won't make a list and send it to the north pole for saint nick
i won't even stay awake to hear those magic reindeer click

'cause i just want you here tonight
holding on to me so tight
what more can i do?
oh, baby, all i want for christmas is you
you, baby

oh-oh, all the lights are shining so brightly everywhere (so brightly, baby)
and the sound of children's laughter fills the air (oh, oh, yeah)
and everyone is singing (oh, yeah)
i hear those sleigh bells ringing
santa, won't you bring me the one i really need? (yeah, oh)
won't you please bring my baby to me?

oh, i don't want a lot for christmas
this is all i'm asking for
i just wanna see my baby standing right outside my door

oh, i just want you for my own
more than you could ever know
make my wish come true
oh, baby, all i want for christmas is you
you, baby

all i want for christmas is you, baby
all i want for christmas is you, baby
all i want for christmas is you, baby
all i want for christmas (all i really want) is you, baby
all i want (i want) for christmas (all i really want) is you, baby",366,127,0.653,7.7872,0.347,7,0,0.9805,0.141,0.04,0.9805
6L89mwZXSOwYl76YXfX13s,"do you have the time to listen to me whine?
about nothing and everything, all at once
i am one of those melodramatic fools
neurotic to the bone, no doubt about it

sometimes i give myself the creeps
sometimes my mind plays tricks on me
it all keeps adding up
i think i'm cracking up
am i just paranoid or am i just stoned?

i went to a shrink, to analyze my dreams
she said it's lack of sex that's bringing me down
i went to a whore, he said my life's a bore
so quit my whining 'cause it's bringing her down

sometimes i give myself the creeps
sometimes my mind plays tricks on me
it all keeps adding up
i think, i'm cracking up
am i just paranoid?
i don't know

grasping to control
so i better hold on

sometimes i give myself the creeps
sometimes my mind plays tricks on me
it all keeps adding up
i think i'm cracking up
am i just paranoid?
or am i just stoned?",173,77,0.5549,6.4074,0.4451,0,1,-0.9237,0.071,0.153,0.9237
7ygpwy2qP3NbrxVkHvUhXY,"today is gonna be the day
that they're gonna throw it back to you
by now, you should've somehow
realized what you gotta do
i don't believe that anybody
feels the way i do about you now

backbeat, the word was on the street
that the fire in your heart is out
i'm sure you've heard it all before
but you never really had a doubt
i don't believe that anybody
feels the way i do about you now

and all the roads we have to walk are winding
and all the lights that lead us there are blinding
there are many things that
i would like to say to you, but i don't know how

because maybe
you're gonna be the one that saves me
and after all
you're my wonderwall

today was gonna be the day
but they'll never throw it back to you
by now, you should've somehow
realized what you're not to do
i don't believe that anybody
feels the way i do about you now

and all the roads that lead you there were winding
and all the lights that light the way are blinding
there are many things that
i would like to say to you, but i don't know how

i said maybe
you're gonna be the one that saves me
and after all
you're my wonderwall

i said maybe (i said maybe)
you're gonna be the one that saves me
and after all
you're my wonderwall

i said maybe (i said maybe)
you're gonna be the one that saves me (saves me)
you're gonna be the one that saves me (that saves me)
you're gonna be the one that saves me (saves me)",281,90,0.6797,6.6905,0.3203,3,0,0.6602,0.037,0.018,0.6602
1DIXPcTDzTj8ZMHt3PDt8p,"as i walk through the valley of the shadow of death
i take a look at my life, and realize there's nothin' left
'cause i've been blastin' and laughin' so long
that even my momma thinks that my mind is gone

but i ain't never crossed a man that didn't deserve it
me be treated like a punk, you know that's unheard of
you better watch how you talkin' and where you walkin'
or you and your homies might be lined in chalk

i really hate to trip, but i gotta loc
as they croak, i see myself in the pistol smoke
fool, i'm the kinda g the little homies wanna be like
on my knees in the night, sayin' prayers in the streetlight

been spendin' most their lives livin' in the gangsta's paradise
been spendin' most their lives livin' in the gangsta's paradise
keep spendin' most our lives livin' in the gangsta's paradise
keep spendin' most our lives livin' in the gangsta's paradise

look at the situation they got me facin'
i can't live a normal life, i was raised by the street
so i gotta be down with the hood team
too much television watchin' got me chasin' dreams

i'm a educated fool with money on my mind
got my ten in my hand and a gleam in my eye
i'm a loc'd out gangsta, set trippin' banger
and my homies is down so don't arouse my anger

fool, death ain't nothin' but a heart beat away
i'm livin' life do or die, what can i say?
i'm 23 now, but will i live to see 24?
the way things is goin', i don't know

tell me why are we so blind to see
that the ones we hurt are you and me?

been spendin' most their lives livin' in the gangsta's paradise
been spendin' most their lives livin' in the gangsta's paradise
keep spendin' most our lives livin' in the gangsta's paradise
keep spendin' most our lives livin' in the gangsta's paradise

power and the money, money and the power
minute after minute, hour after hour
everybody's runnin', but half of them ain't lookin'
it's goin' on in the kitchen, but i don't know what's cookin'

they say i gotta learn, but nobody's here to teach me
if they can't understand it, how can they reach me?
i guess they can't, i guess they won't
i guess they frontin', that's why i know my life is out of luck, fool!

been spendin' most their lives livin' in the gangsta's paradise
been spendin' most their lives livin' in the gangsta's paradise
keep spendin' most our lives livin' in the gangsta's paradise
keep spendin' most our lives livin' in the gangsta's paradise

tell me why are we so blind to see
that the ones we hurt are you and me?
tell me why are we so blind to see
that the ones we hurt are you and me?",489,188,0.6155,9.78,0.3845,12,0,0.9939,0.168,0.1,0.9939
6qspW4YKycviDFjHBOaqUY,"a lonely mother gazing out of her window
staring at a son that she just can't touch
if at any time he's in a jam, she'll be by his side
but he doesn't realize he hurts her so much

but all the praying just ain't helping at all
'cause he can't seem to keep his self out of trouble
so, he goes out, and he makes his money the best way he know how
another body laying cold in the gutter
listen to me

don't go chasing waterfalls
please stick to the rivers and the lakes that you're used to
i know that you're gonna have it your way or nothing at all
but i think you're moving too fast

little precious has a natural obsession
for temptation, but he just can't see
she give him loving that his body can't handle
but all he can say is, ""baby, it's good to me""

one day he goes and takes a glimpse in the mirror
but he doesn't recognize his own face
his health is fading and he doesn't know why
three letters took him to his final resting place
y'all don't hear me

don't go chasing waterfalls
please stick to the rivers and the lakes that you're used to
i know that you're gonna have it your way or nothing at all
but i think you're moving too fast

don't go chasing waterfalls
please stick to the rivers and the lakes that you're used to
i know that you're gonna have it your way or nothing at all
but i think you're moving too fast (come on)

i seen a rainbow yesterday
but too many storms have come and gone
leavin' a trace of not on god-given ray
is it because my life is ten shades of gray
i pray all ten fade away
seldom praise him for the sunny days
and like his promise is true
only my faith can undo
the many chances i blew
will it bring my life to anew

clear blue and unconditional skies
have dried the tears from my eyes
no more lonely cries
my only bleedin' hope is for the folk who can't cope
wit' such an endurin' pain
that it keeps 'em in the pourin' rain
who's to blame for tootin' cane in your own vein
what a shame
you shoot and aim for someone else's brain

you claim the insane and name this day in time
for fallin' prey to crime
i say the system got you victim to your own mind
dreams are hopeless aspirations
in hopes of comin' true
believe in yourself
the rest is up to me and you

don't go chasing waterfalls
please stick to the rivers and the lakes that you're used to
i know that you're gonna have it your way or nothing at all
but i think you're moving too fast (oh, you're moving)

don't go chasing waterfalls
please stick to the rivers and the lakes that you're used to
i know that you're gonna have it your way or nothing at all
but i think you're moving too fast",516,222,0.5698,8.0625,0.4302,5,0,0.9886,0.143,0.087,0.9886
6urCAbunOQI4bLhmGpX7iS,"you and me
we used to be together
every day together, always
i really feel
that i'm losing my best friend
i can't believe this could be the end

it looks as though you're letting go
and if it's real
well, i don't want to know

don't speak
i know just what you're sayin'
so please stop explainin'
don't tell me 'cause it hurts

don't speak
i know what you're thinkin'
i don't need your reasons
don't tell me 'cause it hurts

our memories
they can be inviting
but some are altogether mighty frightening

as we die, both you and i
with my head in my hands i sit and cry

don't speak
i know just what you're sayin'
so please stop explainin'
don't tell me 'cause it hurts

no, no, no, don't speak
i know what you're thinkin'
and i don't need your reasons
don't tell me 'cause it hurts

it's all ending
we gotta stop pretending who we are

you and me
i can see us dyin'
are we?

don't speak
i know just what you're sayin'
so please stop explainin'
don't tell me 'cause it hurts

no, no, don't speak
i know what you're thinkin'
and i don't need your reasons
don't tell me 'cause it hurts

don't tell me 'cause it hurts
i know what you're sayin'
so please stop explainin'
don't speak
don't speak

don't speak, no
i know what you're thinkin'
and i don't need your reasons
i know you're good
i know you're good
i know you're real good, oh

la, la, la, la
la, la, la, la
don't, don't, oh, oh
hush, hush, darling
hush, hush, darling
hush, hush
don't tell 'cause hurts

hush, hush, darling
hush, hush, darling
hush, hush
don't tell 'cause hurts",293,97,0.6689,4.5077,0.3311,9,0,0.8764,0.172,0.148,0.8764
1Je1IMUlBXcx1Fz0WE7oPT,"yo, i'll tell you what i want, what i really, really want
so tell me what you want, what you really, really want
i'll tell you what i want, what i really, really want
so tell me what you want, what you really, really want
i wanna (hey!), i wanna (hey!), i wanna (hey!), i wanna (hey!)
i wanna really, really, really wanna ""zig-a-zig"", ah

if you want my future, forget my past
if you wanna get with me, better make it fast
now don't go wasting my precious time
get your act together, we could be just fine

i'll tell you what i want, what i really, really want
so tell me what you want, what you really, really want
i wanna (hey!), i wanna (hey!), i wanna (hey!), i wanna (hey!)
i wanna really, really, really wanna ""zig-a-zig"", ah

if you wanna be my lover, you gotta get with my friends (gotta get with my friends)
make it last forever, friendship never ends
if you wanna be my lover, you have got to give
taking is too easy, but that's the way it is

oh what you think about that? now you know how i feel
say you could handle my love, are you for real? (are you for real?)
i won't be hasty, i'll give you a try
if you really bug me, then i'll say goodbye

yo, i'll tell you what i want, what i really, really want
so tell me what you want, what you really, really want
i wanna (hey!), i wanna (hey!), i wanna (hey!), i wanna (hey!)
i wanna really, really, really wanna ""zig-a-zig"", ah

if you wanna be my lover, you gotta get with my friends (gotta get with my friends)
make it last forever, friendship never ends
if you wanna be my lover, you have got to give (you've got to give)
taking is too easy, but that's the way it is

so here's a story from a to z
you wanna get with me, you gotta listen carefully
we got em in the place who likes it in your face
we got g like mc who likes it on an-
easy v doesn't come for free, she's a real lady
and as for me, haha, you'll see
slam your body down and wind it all around
slam your body down and wind it all around

if you wanna be my lover, you gotta get with my friends (gotta get with my friends)
make it last forever, friendship never ends
if you wanna be my lover, you have got to give (you've got to give)
taking is too easy, but that's the way it is

if you wanna be my lover
(you gotta, you gotta, you gotta, you gotta, you gotta slam)
make it last forever (slam, slam, slam, slam)
slam your body down and wind it all around
slam your body down and wind it all around (hey, hey, hey, hey, hey)
slam your body down and wind it all around
slam your body down and ""zig-a-zig"", ah

if you wanna be my lover",515,135,0.7379,10.3,0.2621,0,0,0.9978,0.214,0.067,0.9978
3ia3dJETSOllPsv3LJkE35,"california love!

california... knows how to party
california... knows how to party
in the citaaay of l.a.
in the citaaay of good ol' watts
in the citaaay, the city of compton
we keep it rockin! we keep it rockin!

now let me welcome everybody to the wild, wild west
a state that's untouchable like elliot ness
the track hits ya eardrum like a slug to ya chest
pack a vest for your jimmy in the city of sex
we in that sunshine state with a bomb ass hemp beat
the state where ya never find a dance floor empty
and pimps be on a mission for them greens
lean mean money-makin-machines servin fiends
i been in the game for ten years makin rap tunes
ever since honeys was wearin sassoon
now it's '95 and they clock me and watch me
diamonds shinin lookin like i robbed liberace
it's all good, from diego to tha bay
your city is tha bomb if your city makin pay
throw up a finger if ya feel the same way
dre puttin it down for
californ-i-a

california... knows how to party
california... knows how to party
in the citaaay of l.a.
in the citaaay of good ol' watts
in the citaaay, the city of compton
we keep it rockin! we keep it rockin!

shake it shake it baby
shake it shake it baby
shake it shake it mama
shake it cali
shake it shake it baby
shake it shake it shake it shake it...

out on bail fresh outta jail, california dreamin
soon as i stepped on the scene, i'm hearin hoochies screamin
fiendin for money and alcohol
the life of a west side playa where cowards die and its all ball
only in cali where we riot not rally to live and die
in l.a. we wearin chucks not ballies (that's right)
dressed in locs and khaki suits and ride is what we do
flossin but have caution we collide with other crews
famous cause we program worldwide
let'em recognize from long beach to rosecrans
bumpin and grindin like a slow jam, it's west side
so you know the row won't bow down to no man
say what you say
but give me that bomb beat from dre
let me serenade the streets of l.a.
from oakland to sacktown
the bay area and back down
cali is where they put they mack down
give me love!

california... knows how to party
california... knows how to party
in the citaaay of l.a.
in the citaaay of good ol' watts
in the citaaay, the city of compton
we keep it rockin! we keep it rockin!

shake it shake it baby
shake it shake it baby
shake it shake it mama
shake it cali
shake it shake it baby
shake it shake it shake it shake it...

uh, yeah, uh, longbeach in tha house, uh yeah
oaktown, oakland definately in tha house hahaha
frisko, frisko
hey, you know la is up in this
pasadena, where you at
yeah, inglewood, inglewood always up to no good
even hollywood tryin to get a piece baby
sacramento, sacramento where ya at? yeah

throw it up y'all, throw it up, throw it up
let's show these fools how we do this on that west side
cause you and i know it's tha best side

yeah, that's riight
west coast, west coast
uh, california love
california love",565,239,0.577,6.8902,0.423,3,1,0.9797,0.128,0.116,0.9797
5ZrDlcxIDZyjOzHdYW1ydr,"hiya, barbie!
hi, ken!
you wanna go for a ride?
sure, ken!
jump in!

i'm a barbie girl in a barbie world
life in plastic, it's fantastic
you can brush my hair, undress me everywhere
imagination, life is your creation
come on barbie, let's go party

i'm a barbie girl in a barbie world
life in plastic, it's fantastic
you can brush my hair, undress me everywhere
imagination, life is your creation

i'm a blonde bimbo girl in a fantasy world
dress me up, make it tight, i'm your dolly
you're my doll, rock and roll, feel the glamour in pink
kiss me here, touch me there, hanky-panky

you can touch, you can play
if you say, ""i'm always yours""
ooh-whoa-ooh

i'm a barbie girl in a barbie world
life in plastic, it's fantastic
you can brush my hair, undress me everywhere
imagination, life is your creation

come on barbie, let's go party
ah-ah-ah, yeah
come on barbie, let's go party
ooh-whoa-ooh, ooh-whoa-ooh
come on barbie, let's go party
ah-ah-ah, yeah
come on barbie, let's go party
ooh-whoa-ooh, ooh-whoa-ooh

make me walk, make me talk, do whatever you please
i can act like a star, i can beg on my knees
come jump in, bimbo friend, let us do it again
hit the town, fool around, let's go party

you can touch, you can play
if you say, ""i'm always yours""

you can touch, you can play
if you say, ""i'm always yours""

come on barbie, let's go party
ah-ah-ah, yeah
come on barbie, let's go party
ooh-whoa-ooh, ooh-whoa-ooh
come on barbie, let's go party
ah-ah-ah, yeah
come on barbie, let's go party
ooh-whoa-ooh, ooh-whoa-ooh

i'm a barbie girl in a barbie world
life in plastic, it's fantastic
you can brush my hair, undress me everywhere
imagination, life is your creation

i'm a barbie girl in a barbie world
life in plastic, it's fantastic
you can brush my hair, undress me everywhere
imagination, life is your creation

come on barbie, let's go party
ah-ah-ah, yeah
come on barbie, let's go party
ooh-whoa-ooh, ooh-whoa-ooh
come on barbie, let's go party
ah-ah-ah, yeah
come on barbie, let's go party
ooh-whoa-ooh, ooh-whoa-ooh

oh, i'm having so much fun!
well barbie, we're just getting started
oh, i love you, ken!",376,104,0.7234,5.5294,0.2766,5,0,0.9985,0.254,0.006,0.9985
33LC84JgLvK2KuW43MfaNq,"every night in my dreams
i see you, i feel you
that is how i know you go on

far across the distance
and spaces between us
you have come to show you go on

near, far, wherever you are
i believe that my heart does go on
once more you open the door
and you're here in my heart, and
my heart will go on and on

love can touch us one time
and last for a lifetime
and never let go 'til we're gone (we're gone)

love was when i loved you
one true time i hold to
in my life we'll always go on

near, far, wherever you are
i believe that my heart does go on
(why does the heart go on?)
once more you open the door
and you're here in my heart, and
my heart will go on and on

you're here, there's nothing i fear
and i know that my heart will go on
we'll stay forever this way
you are safe in my heart, and
my heart will go on and on

thank you so much, everybody
good night
good night boston",190,84,0.5579,6.129,0.4421,4,0,0.9974,0.303,0.0,0.9974
